ticker;date;ALTMAN_Z_SCORE;BB_1YR_DEFAULT_PROB;BEST_ANALYST_RATING;BEST_DPS;BEST_EV;BEST_NET_INCOME;BOOK_VAL_PER_SH;BS_ACCOUNTS_PAYABLE_AND_ACCRUALS;BS_CUR_ASSET_REPORT;BS_CUR_LIAB;BS_INVENTORIES;BS_LT_BORROW;BS_NET_FIX_ASSET;BS_SH_OUT;BS_ST_BORROW;BS_TOT_ASSET;CAPITAL_EXPEND;CASH_AND_MARKETABLE_SECURITIES;CASH_TO_TOT_ASSET;CF_CASH_FROM_OPER;CF_FREE_CASH_FLOW;CUR_MKT_CAP;CUR_RATIO;EARN_FOR_COMMON;EARN_YLD_HIST;EBIT;EBITDA;EBITDA_TO_NET_INTEREST;EQY_DPS;FCF_TO_TOTAL_DEBT;IS_EPS;IS_INTEREST_EXPENSE;IS_INT_EXPENSE;IS_OPER_INC;IS_OPER_INC_1;LT_DEBT_TO_TOT_ASSET;NET_DEBT;NET_INCOME;OTHER_CURRENT_LIABS_DETAILED;SALES_REV_TURN;SALES_TO_TOT_ASSET;ST_CAPITAL_LEASE_OBLIGATIONS;TOTAL_EQUITY;TOT_COMMON_EQY;TOT_DEBT_TO_EBITDA;TOT_DEBT_TO_TOT_ASSET;TRAIL_12M_NET_INC;TRAIL_12M_NET_SALES;px_last;WACC;WORKING_CAPITAL;RTG_SP_LT_LC_ISSUER_CREDIT;RTG_SP_OUTLOOK
ABBN SW Equity;30/09/2012;;;;;;;7.2423;8186;25614;17782;6659;7055;5658;2293.4831;2023;46943;-302;5425;9.9759;768;466;;1.4404;759;;1146;1453;;;0.1711;0.33;;;1146;1146;15.0289;3653;759;5429;9745;0.2076;;17135;16610;1.6737;19.3383;2930;38886;;10.6482;7832;;
ABBN SW Equity;31/12/2012;3.416;5.53E-05;4;;;;7.3634;8947;28002;18974;6182;7534;5947;2295.9493;2537;49070;-455;8481;14.0106;2438;1983;43401.4389;1.4758;604;6.179;863;1204;;;0.2468;0.26;;;863;863;15.3536;1590;604;4989;11021;0.2246;;17446;16906;1.9219;20.5237;2704;39336;18.75;10.5218;9028;A;
ABBN SW Equity;29/03/2013;3.7122;3.53E-05;4.079;;;;;;;;;;;;;;;;;;;49558.6564;;;5.1406;;;;;;;;;;;;;;;;;;;;;;;;21.41;;;A;
ABBN SW Equity;31/03/2013;;;;;;;7.4874;7955;26946;17485;6267;7430;5820;2296.3974;1683;47701;-216;7046;11.4358;-223;-439;;1.5411;664;;1052;1373;;;0.2529;0.29;;;1052;1052;15.5762;2067;664;5608;9715;0.2037;;17741;17194;1.7155;19.1044;2683;40144;;10.1401;9461;;
ABBN SW Equity;28/06/2013;3.8429;1.52E-05;4.051;;;;;;;;;;;;;;;;;;;47475.3823;;;5.6277;;;;;;;;;;;;;;;;;;;;;;;;20.51;;;A;
ABBN SW Equity;30/06/2013;;;;;;;7.0945;4829;25069;16363;6347;7417;5782;2296.5722;712;45513;-236;4691;9.1139;569;333;;1.5321;763;;1188;1506;;;0.2882;0.33;;;1188;1188;16.2964;3438;763;8720;10225;0.2247;;16752;16293;1.4684;17.8608;2790;40706;;11.1358;8706;;
ABBN SW Equity;30/09/2013;3.9159;2.30E-06;3.658;;;;7.6609;5103;25920;16733;6634;7553;6050;2295.9493;567;47426;-240;4676;9.0583;1241;1001;49512.3563;1.549;835;5.2852;1324;1651;;;0.3544;0.36;;;1324;1324;15.9259;3444;835;9010;10535;0.2221;;18084;17589;1.4161;17.1214;2866;41496;21.39;10.8582;9187;A;
ABBN SW Equity;31/12/2013;4.0562;1.16E-06;3.658;;;;8.1186;7001;26425;16675;6004;7570;6254;2300.6493;453;48064;-414;6485;12.527;2092;1678;54350.1695;1.5847;525;4.7248;823;1175;;;0.3207;0.23;;;823;823;15.7498;1538;525;6891;11373;0.2366;;19208;18678;1.4063;16.6923;2787;41848;23.48;10.3652;9750;A;
ABBN SW Equity;31/03/2014;3.9591;1.61E-06;3.684;;;;8.3317;4872;27510;16993;6201;7612;6171;2301.2117;1435;48793;-203;7267;13.1207;-45;-248;52776.1441;1.6189;544;4.5761;855;1188;;;0.3055;0.24;;;855;855;15.6006;1780;544;8888;9471;0.1941;;19706;19173;1.6389;18.5416;2667;41604;22.8;9.8681;10517;A;
ABBN SW Equity;30/06/2014;3.8431;1.16E-06;3.432;;;;7.7358;4950;26384;16886;6210;7585;5984;2290.9175;1242;47075;-217;5912;10.513;963;746;47267.0554;1.5625;636;4.8656;1052;1385;;;0.3599;0.28;;;1052;1052;16.1126;2915;636;8894;10190;0.2165;;18167;17722;1.6349;18.7509;2540;41569;20.42;9.6034;9498;A;
ABBN SW Equity;30/09/2014;3.9206;1.00E-06;3.649;;;;7.5483;4820;25814;16383;5961;7408;5652;2275.6131;462;45778;-222;6216;10.1206;1169;947;49720.6832;1.5757;734;4.8002;1222;1544;;;0.3968;0.32;;;1222;1222;16.1824;1654;734;9209;9823;0.2146;;17654;17177;1.4872;17.1917;2439;40857;21.48;9.1862;9431;A;
ABBN SW Equity;31/12/2014;3.9465;8.73E-07;3.405;;;;7.2022;6427;24986;15580;5376;7312;5652;2258.8996;353;44852;-384;6768;12.1355;1833;1449;48933.6705;1.6037;680;5.0531;1049;1366;;;0.3776;0.3;;;1049;1049;16.3025;897;680;6449;10346;0.2307;;16815;16269;1.398;17.0895;2594;39830;21.14;8.7787;9406;A;
ABBN SW Equity;31/03/2015;4.1076;1.45E-06;3.167;;;;7.0309;4473;23999;14661;5346;7203;5298;2237.4168;506;43135;-176;6155;10.3651;53;-123;47753.1515;1.6369;564;5.3756;859;1154;;;0.3916;0.25;;;859;859;16.6987;1554;564;8043;8555;0.1983;;16282;15731;1.4148;17.8718;2614;38914;20.63;8.0249;9338;A;
ABBN SW Equity;30/06/2015;3.956;4.16E-06;3.061;;;;6.548;4564;23600;16051;5458;6646;5327;2220.6847;1342;42693;-182;5187;9.2615;598;416;45322.6712;1.4703;588;5.3495;961;1254;;;0.3366;0.26;;;961;961;15.567;2801;588;8419;9165;0.2147;;15006;14541;1.5021;18.7103;2566;37889;19.58;8.2779;7549;A;
ABBN SW Equity;30/09/2015;3.8601;2.02E-05;3.029;;;;6.6544;4405;23067;15032;5410;6571;5194;2215.8338;986;41768;-189;5234;9.5049;932;743;39859.8773;1.5345;577;6.0011;882;1166;;;0.3288;0.26;;;882;882;15.7321;2323;577;7964;8519;0.204;;15225;14745;1.5298;18.0928;2409;36585;17.22;8.5674;8035;A;
ABBN SW Equity;31/12/2015;3.7682;1.88E-05;3.088;;;;6.6074;5857;22760;15844;4757;5985;5276;2191.6251;1454;41356;-329;6198;11.0383;1994;1665;41572.7872;1.4365;204;5.843;347;635;;;0.3631;0.09;;;347;347;14.4719;1241;204;6435;9242;0.2235;32;14988;14481;1.7674;17.9877;1933;35481;17.96;8.592;6916;A;
ABBN SW Equity;31/03/2016;3.8107;1.86E-05;2.971;;;;6.8564;4323;23029;15770;5104;6126;5347;2164.1251;1566;41814;-170;6061;9.4849;252;82;43378.2869;1.4603;500;4.2982;784;1064;;;0.3778;0.23;;;784;784;14.6506;1631;500;8044;7903;0.189;;15367;14838;1.8674;18.3958;1869;34829;18.74;8.9756;7259;A;
ABBN SW Equity;30/06/2016;3.5724;2.55E-05;3;;;;5.9798;4536;23470;18060;5045;6355;5239;2126.9987;1653;42003;-178;6357;9.7255;1082;904;44257.8893;1.2996;406;3.9358;647;934;;;0.4238;0.19;;;647;647;15.1299;1651;406;9964;8677;0.2066;;13159;12719;2.1079;19.0653;1687;34341;19.12;7.9999;5410;A;
ABBN SW Equity;30/09/2016;3.7993;1.20E-05;3.059;;;;6.2924;4458;22902;16177;5017;6319;4861;2135.9253;1402;40809;-184;5365;8.6697;1081;897;48303.5484;1.4157;568;3.4316;878;1164;;;0.4595;0.27;;;878;878;15.4843;2356;568;8513;8255;0.2023;;13913;13440;2.0334;18.9198;1678;34077;21.81;7.9325;6725;A;
ABBN SW Equity;30/12/2016;3.9271;6.99E-06;3.111;;;;;;;;;;;;;;;;;;;47572.6832;;;4.1673;;;;;;;;;;;;;;;;;;;;;;;;21.48;;;A;
ABBN SW Equity;31/12/2016;;;;;;;6.2631;6053;21940;15407;4347;5800;4743;2138.7068;1003;39499;-299;5597;9.2256;1428;1129;;1.424;425;;678;960;;;0.4427;0.2;;;678;678;14.6839;1206;425;6401;8993;0.2277;30;13897;13395;1.6504;17.2232;1899;33828;;7.7869;6533;;
ABBN SW Equity;31/03/2017;4.0693;5.54E-07;3.316;;;;6.7186;4471;22207;15153;4728;5885;4805;2143.7357;1049;40306;-192;6786;13.7994;509;317;51891.4323;1.4655;724;4.2249;1030;1293;;;0.4683;0.34;;;1030;1030;14.6008;148;724;8206;7854;0.1949;;14935;14403;1.5937;17.2034;2123;33779;23.43;7.3917;7054;A;
ABBN SW Equity;30/06/2017;4.0291;4.60E-08;3.286;;;;6.2807;4888;22089;15207;4953;6909;4980;2133.9957;914;40478;-225;5927;12.3969;467;242;52445.1181;1.4526;525;4.2118;877;1135;;;0.3304;0.25;;;877;877;17.0685;1896;525;8022;8454;0.2089;;13884;13403;1.7186;19.3265;2242;33556;23.68;8.4523;6882;A;
ABBN SW Equity;29/09/2017;3.9396;5.40E-08;3.182;;;;;;;;;;;;;;;;;;;51905.4677;;;4.2513;;;;;;;;;;;;;;;;;;;;;;;;23.94;;;A;
ABBN SW Equity;30/09/2017;;;;;;;6.6734;5081;21595;15805;5306;7061;5180;2134.4516;831;42407;-203;4647;8.6047;954;751;;1.3663;571;;908;1195;;;0.309;0.27;;;908;908;16.6506;3245;571;8375;8724;0.2057;;14753;14244;1.722;18.6101;2245;34025;;8.2005;5790;;
ABBN SW Equity;29/12/2017;3.362;4.50E-08;3.485;;;;;;;;;;;;;;;;;;;56632.0327;;;3.541;;;;;;;;;;;;;;;;;;;;;;;;26.12;;;A;
ABBN SW Equity;31/12/2017;;;;;;;6.9293;5457;22135;16469;3737;6682;3804;2138.6065;726;43458;-248;5609;10.4147;1869;1621;;1.344;393;;324;549;;;0.3957;0.18;;;324;324;15.3758;1799;393;8254;6804;0.1566;48;15349;14819;1.7756;17.0463;2213;31836;;7.9089;5666;;
ABBN SW Equity;30/03/2018;3.347;1.79E-07;3.529;;;;;;;;;;;;;;;;;;;49260.3286;;;3.3701;;;;;;;;;;;;;;;;;;;;;;;;22.72;;;A;
ABBN SW Equity;31/03/2018;;;;;;;6.2924;7036;22311;19372;5609;5285;5440;2128.7648;2476;43569;-191;4902;9.5527;-518;-709;;1.1517;572;;626;842;;;0.2455;0.27;;;626;626;12.1302;2859;572;6794;6441;0.1478;;13944;13395;2.0857;17.8131;2061;30423;;9.6286;2939;;
ABBN SW Equity;29/06/2018;3.1709;2.88E-06;3.829;;;844;;;;;;;;;;;;;;;;47070.4988;;;3.6555;;;;;;;;;;;;;;;;;;;;;;;;21.71;;;A;
ABBN SW Equity;30/06/2018;;;;;;;6.3919;5933;22343;19385;5934;6661;5621;2131.7759;3786;45191;-154;4077;7.2647;1010;856;;1.1526;681;;708;923;;;0.2411;0.32;;;708;708;14.7397;6370;681;6659;6731;0.1489;;14179;13626;2.9772;23.1174;2217;28700;;11.3914;2958;;
ABBN SW Equity;28/09/2018;3.2795;1.77E-06;3.971;;;824;;;;;;;;;;;;;;;;50279.3582;;;2.6102;;;;;;;;;;;;;;;;;;;;;;;;23.19;;;A;
ABBN SW Equity;30/09/2018;;;;;;;6.5156;5825;21955;18558;6077;6619;5580;2164.5138;2883;44652;-192;3557;5.8318;565;373;;1.183;603;;617;858;;;0.2253;0.28;;;617;617;14.8235;5945;603;6923;7095;0.1589;;14649;14103;2.9956;21.2801;2249;27071;;9.8479;3397;;
ABBN SW Equity;31/12/2018;2.9801;2.65E-05;4.031;;;733;6.5442;6356;21865;18447;4284;6587;4133;2131.9624;2031;44441;-235;4157;7.7519;1867;1632;40533.5318;1.1853;317;3.2653;275;519;;;0.2497;0.15;;;275;275;14.8219;4461;317;8125;7395;0.1664;34;14534;13952;2.7428;19.392;2173;27662;18.695;10.9947;3418;A;
ABBN SW Equity;29/03/2019;2.9277;1.98E-05;3.788;;;755;;;;;;;;;;;;;;;;40566.054;;;3.2995;;;;;;;;;;;;;;;;;;;;;;;;18.71;;;A;NEG
ABBN SW Equity;31/03/2019;;;;;;;6.7987;4081;21807;17783;4459;7845;5185;2132.0202;1791;45602;-207;3567;5.9954;-256;-463;;1.2263;535;;590;821;;;0.2489;0.25;;;590;590;17.2032;6069;535;10054;6847;0.1501;;15102;14495;3.0875;21.1307;2136;28068;;9.1927;4024;;
ABBN SW Equity;28/06/2019;2.9118;3.24E-06;3.697;;;771;;;;;;;;;;;;;;;;42474.0245;;;1.7454;;;;;;;;;;;;;;;;;;;;;;;;19.59;;;A;NEG
ABBN SW Equity;30/06/2019;;;;;;;6.0483;4107;25321;19177;4456;8681;5054;2132.8225;2705;45464;-169;3228;5.5253;0;-169;;1.3204;64;;123;372;;;0.1206;0.03;;;123;123;19.0942;8158;64;10612;7171;0.1577;;13383;12900;4.4304;25.044;1519;28508;;8.3253;6144;;
ABBN SW Equity;30/09/2019;3.0013;8.80E-06;3.613;;;638.2;6.201;4023;24964;18364;4364;8527;4884;2132.8676;2198;44556;-152;3148;5.7882;670;518;42517.3875;1.3594;515;1.5266;577;812;;;0.1415;0.24;;;577;577;19.1377;7577;515;10360;6892;0.1547;;13709;13226;4.2492;24.0708;1431;28305;19.61;8.0452;6600;A;NEG
ABBN SW Equity;31/12/2019;3.0772;1.71E-06;3.688;;;631;6.3398;6355;26458;20266;4184;7489;4966;2133.5011;2592;46108;-234;4110;7.6863;1911;1677;50669.6249;1.3055;325;1.2427;648;894;;;0.155;0.15;;;648;648;16.2423;5971;325;9432;7068;0.1533;37;13980;13526;3.4774;21.8639;1439;27978;23.37;8.6343;6192;A;NEG
ABI BB Equity;31/12/1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ABI BB Equity;31/03/2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ABI BB Equity;30/06/2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ABI BB Equity;29/09/2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ABI BB Equity;29/12/2000;;;2.333;;;;;;;;;;;;;;;;;;;15848.3391;;;;;;;;;;;;;;;;;;;;;;;;;;;23.21;;;;
ABI BB Equity;30/03/2001;;0.008181939;3.5;;;;;;;;;;;;;;;;;;;12390.4417;;;;;;;;;;;;;;;;;;;;;;;;;;;18.12;;;;
ABI BB Equity;29/06/2001;;0.003723239;3.6;;;;;;;;;;;;;;;;;;;13505.9661;;;;;;;;;;;;;;;;;;;;;;;;;;;19.76;;;;
ABI BB Equity;28/09/2001;;0.002472622;3.95;;;;;;;;;;;;;;;;;;;11924.5714;;;;;;;;;;;;;;;;;;;;;;;;;;;17.44;;;;
ABI BB Equity;31/12/2001;2.4799;0.001476157;4.048;;;;;;;;;;;;;;;;;;;13142.6727;;;;;;;;;;;;;;;;;;;;;;;;;;;19.22;;;;
ABI BB Equity;29/03/2002;;4.97E-05;3.846;;;;;;;;;;;;;;;;;;;13623.9436;;;;;;;;;;;;;;;;;;;;;;;;;;;19.85;;;;
ABI BB Equity;28/06/2002;;3.18E-05;3.923;;;;;;;;;;;;;;;;;;;12473.954;;;;;;;;;;;;;;;;;;;;;;;;;;;18.17;;;;
ABI BB Equity;30/09/2002;;0.0001181;3.536;;;;;;;;;;;;;;;;;;;10289.8321;;;;;;;;;;;;;;;;;;;;;;;;;;;14.99;;;;
ABI BB Equity;31/12/2002;2.1622;0.000254059;3.462;;;;;;;;;;;;;;;;;;;9654.7632;;;;;;;;;;;;;;;;;;;;;;;;;;;14.07;;;;
ABI BB Equity;31/03/2003;;0.000811851;3.741;;;;;;;;;;;;;;;;;;;8011.3089;;;;;;;;;;;;;;;;;;;;;;;;;;;11.6;;;;
ABI BB Equity;30/06/2003;;0.000773172;3.519;;;;;;;;;;;;;;;;;;;8352.3075;;;;;;;;;;;;;;;;;;;;;;;;;;;12.1;;;;
ABI BB Equity;30/09/2003;;0.000346947;3.222;;;;;;;;;;;;;;;;;;;9228.5444;;;;;;;;;;;;;;;;;;;;;;;;;;;13.37;;;;
ABI BB Equity;31/12/2003;2.3607;8.89E-05;3.393;;;;;;;;;;;;;;;;;;;9133.5828;;;;;;;;;;;;;;;;;;;;;;;;;;;13.23;;;;
ABI BB Equity;31/03/2004;;4.53E-05;3.64;;;;;;;;;;;;;;;;;;;9664.5047;;;;;;;;;;;;;;;;;;;;;;;;;;;14;;;;
ABI BB Equity;30/06/2004;2.1731;1.69E-05;4.174;;;;;;;;;;;;;;;;;;;11287.4853;;;;;;;;;;;;;;;;;;;;;;;;;;;16.35;;;;
ABI BB Equity;30/09/2004;;7.16E-06;4.15;;;;;;;;;;;;;;;;;;;15439.1628;;;;;;;;;;;;;;;;;;;;;;;;;;;16.78;;;;
ABI BB Equity;31/12/2004;2.0962;3.51E-06;4.125;;;;;;;;;;;;;;;;;;;16417.0532;;;;;;;;;;;;;;;;;;;;;;;;;;;17.84;;;;
ABI BB Equity;31/03/2005;;4.54E-06;4;;;;;;;;;;;;;;;;;;;15536.9519;;76.04;;;;;;;0.082;;;;;;;76.04;;2979.9829;;;;;;;;;16.89;;;;
ABI BB Equity;30/06/2005;1.868;2.00E-05;4.24;;;;;;;;;;;;;;;;;;;16959.8017;;406.5991;;;;;;;0.425;;;;;;;406.5991;;3708.486;;;;;;;;;17.49;;;;
ABI BB Equity;30/09/2005;;9.23E-06;4.045;;;;;;;;;;;;;;;;;;;19955.2047;;;;;;;;;;;;;;;;;;;;;;;;;;;20.57;;;;
ABI BB Equity;30/12/2005;3.1053;1.10E-05;4.35;;;;;;;;;;;;;;;;;;;22295.7422;;;;;;;;;;;;;;;;;;;;;;;;;;;22.99;;;;
ABI BB Equity;31/12/2005;;;;;;;;;;;;;;;;;;;;;;;;196.1331;;;;;;;0.2081;;;;;;;196.1331;;3856.0954;;;;;;;;;;;;;
ABI BB Equity;31/03/2006;;9.48E-06;3.92;;;;;;;;;;;;;;;;;199.7219;;23466.011;;199.7219;;699.0266;;;0;;0.2031;;;699.0266;699.0266;;;199.7219;;3360.3808;;;;;;;;;24.19;;;;
ABI BB Equity;30/06/2006;2.3751;1.14E-05;3.963;;;;15.3166;;5822.289;7002.3445;1219.689;6310.676;7632.645;972.5277;1669.721;31304.0725;;1122.523;2.9242;;;23253.7861;0.8315;495.7232;;1005.2864;;;;;0.5113;;;1005.2864;1005.2864;20.1593;6857.874;495.7232;5332.6235;4256.4255;0.1382;2.557;15572.13;14895.8035;;25.4932;;;23.98;7.3202;-1180.0555;;
ABI BB Equity;29/09/2006;;1.26E-05;4.192;;;;;;;;;;;;;;;;;;;26541.0474;;;4.4477;;;;;;;;;;;;;;;;;;;;;;;;27.15;;;;
ABI BB Equity;30/09/2006;;;;;;;;;;;;;;;;;;;;;;;;610.4532;;1227.2785;;;;;0.6294;;;1227.2785;1227.2785;;;610.4532;;4514.0401;;;;;;;1482.2572;15957.656;;;;;
ABI BB Equity;29/12/2006;3.496;4.86E-06;4.148;;;;;;;;;;;;;;;;;;;30526.4834;;;4.4178;;;;;;;;;;;;;;;;;;;;;;;;31.22;;;;
ABI BB Equity;31/12/2006;;;;;;;16.5205;;6283.2396;7753.8131;1341.3213;6787.0594;8310.3889;978.9259;1706.6566;34615.8494;;1119.7461;2.3851;;;;0.8103;478.5145;;1153.078;;;;;0.4886;;;1153.078;1153.078;19.6068;7373.9699;478.5145;6047.1565;4630.369;0.1368;2.6378;17332.9838;16172.3518;;24.5371;1771.5076;16720.0166;;7.4324;-1470.5735;;
ABI BB Equity;30/03/2007;;7.23E-06;4.042;;;;;;;;;;;;;;;;;;;33038.7751;;;4.2422;;;;;;;;;;;;;;;;;;;;;;;;33.79;;;;
ABI BB Equity;31/03/2007;;;;;;;;;;;;;;;;;;;;;;;;280;;708;;;;;0.2876;136;136;708;708;;;280;;3051;;;;;;;1864.4557;16449.7805;;;;;
ABI BB Equity;29/06/2007;3.6949;2.83E-06;3.885;;;;;;;;;;;;;;;;;;;36095.8747;;;4.2006;;;;;;;;;;;;;;;;;;;;;;;;36.78;;;;
ABI BB Equity;30/06/2007;;;;;;;17.8277;;6454.9184;8049.6948;1490.5338;8074.0632;8948.618;975.7268;1754.5248;38028.242;;1233.3118;2.5881;;;;0.8019;672.8114;;1299.78;;;;;0.687;;;1299.78;1299.78;21.2318;8595.2762;672.8114;6295.17;5015.7487;0.1324;;18853.0188;17394.9762;;25.8455;2040.55;17210.756;;8.1201;-1594.7764;;
ABI BB Equity;28/09/2007;;6.35E-06;4.24;;;;;;;;;;;;;;;;;;;38998.0247;;;3.8568;;;;;;;;;;;;;;;;;;;;;;;;39.74;;;;
ABI BB Equity;30/09/2007;;;;;;;;;;;;;;;;;;;;;;;;713.4214;;;;;;;0.7305;;;;;;;713.4214;;5193.2676;;;;;;;2132.9197;17854.9172;;;;;
ABI BB Equity;31/12/2007;3.8664;4.63E-05;4.048;;;;20.1966;;8077.5237;9748.7355;1631.8377;7561.2855;9667.0707;983.7942;2213.6994;41851.7517;;2191.8249;4.6134;;;34973.0555;0.8286;1303.4214;5.7653;1727.7575;;;;;1.34;;;1727.7575;1727.7575;18.0668;7583.16;1303.4214;4355.9421;5620.6427;0.1352;4.3749;21743.253;19869.3375;;23.3562;2922.0334;18789.2475;35.63;9.2055;-1671.2118;;
ABI BB Equity;31/03/2008;;0.00014323;4.2;;;;;;;;;;;;;;;;;;;34282.5257;;373;5.448;1069;;;;;0.2438;;;1069;1069;;;373;;4780;;;;;;;3062.6542;20609.6589;34.85;;;BBB+;
ABI BB Equity;30/06/2008;3.5002;0.00036631;3.947;;;;12.2457;4873;5477;7468;1290;6436;6694;985.3241;2433;29094;;1263;3.5746;;;27135.4505;0.7334;836;6.591;1495;;;;;0.5439;;;1495;1495;22.1214;7606;836;162;5789;0.199;;13376;12066;;30.4839;3225.8427;21382.9102;27.56;9.6193;-1991;BBB+;
ABI BB Equity;30/09/2008;;0.00064141;3.87;;;;;;;;;;;;;;;;;;;25753.4386;;690;7.0072;1671;;0;;;0.4501;;;1671;1671;;;690;;6061;;;;;;;3202.4214;22250.6427;26.15;;;BBB+;
ABI BB Equity;31/12/2008;1.1796;0.002528057;3.958;;;;14.005;;10831;23167;2868;48039;19671;1602.4276;12066;113748;;3206;2.5811;;;26568.2498;0.4675;29;5.4804;1665;;0;;;0.03;;;1665;1665;42.2328;56899;29;6268;6884;0.0605;4;24431;22442;;52.8405;1928;23514;16.58;7.8495;-12336;BBB+;
ABI BB Equity;31/03/2009;;0.027269392;3.815;;;;;;;;;;;;;;;;;;;33242.3608;;716;5.3711;2071;;;;;0.45;;;2071;2071;;;716;;8197;;;;;;;2271;26931;20.75;;;BBB+;
ABI BB Equity;30/06/2009;1.9418;0.019003774;3.923;;;;;;;;;;;;;;;;;;;41257.6694;;1071;4.4522;2858;;;;;0.68;;;2858;2858;;;1071;;9501;;;;;;;2506;30643;25.74;;;BBB+;
ABI BB Equity;30/09/2009;;0.011479803;3.621;;;;;;;;;;;;;;;;;;;50030.2162;;1546;4.6834;3254;;0;;;0.98;;;3254;3254;;;1546;;9763;;;;;;;3362;34345;31.21;;;BBB+;
ABI BB Equity;31/12/2009;2.928;0.002694694;3.655;;;;18.8979;9870;10853;14254;2354;47049;16461;1604.3011;2043;112525;;3870;3.2784;;;58354.0023;0.7614;1280;5.5984;3387;;0;;;0.81;;;3387;3387;41.812;45222;1280;308;9297;0.0826;6;33171;30318;;43.6276;4613;36758;36.4;8.0489;-3401;BBB+;
ABI BB Equity;31/03/2010;;0.000175033;3.879;;;;;;;;;;;;;;;;;;;59832.4113;;475;5.4883;2424;;0;;;0.3;;;2424;2424;;;475;;8327;;;;;;;4372;36888;37.3;;;BBB+;
ABI BB Equity;30/06/2010;2.9756;0.000293456;4.088;;;;19.8037;11678;11729;14734;2350;44244;15481;1605;2772;111495;;4698;4.2038;;;63760.584;0.796;1149;5.7689;2604;;0;;;0.72;;;2604;2604;39.6825;42318;1149;284;9174;0.0823;6;35032;31785;;42.1687;4450;36561;39.74;8.5751;-3005;BBB+;
ABI BB Equity;30/09/2010;;0.000179463;4.205;;;;;;;;;;;;;;;;;;;69247.4329;;1434;4.6452;2888;;0;;;0.9;;;2888;2888;;;1434;;9323;;;;;;;4338;36121;43.15;;;BBB+;
ABI BB Equity;31/12/2010;3.0061;0.000169053;3.921;;;;21.9657;10760;12597;15720;2409;41961;15893;1605.184;2933;114342;;5153;3.9452;;;68685.7503;0.8013;968;4.4226;2981;;0;0.8;;0.61;;;2981;2981;36.6978;39741;968;238;9473;0.0828;40;38799;35259;;39.2629;4026;36297;42.8;7.7154;-3123;BBB+;
ABI BB Equity;31/03/2011;;0.000109959;4.368;;;;;;;;;;;;;;;;;;;64520.3693;;964;4.9792;2714;;0;;;0.61;;;2714;2714;;;964;;9003;;;;;;;4515;36973;40.2;;;A-;
ABI BB Equity;30/06/2011;3.0252;5.71E-05;4.297;;;;22.8907;13551;13218;17539;2724;41786;16615;1605.6289;3680;117051;;4827;3.8146;;;64225.1563;0.7536;1450;5.3756;2995;;0;;;1;;;2995;2995;35.699;40639;1450;308;9952;0.085;5;40652;36754;;38.8429;4816;37751;40;8.3045;-4321;A-;
ABI BB Equity;30/09/2011;;0.000167116;4.421;;;;;;;;;;;;;;;;;;;63863.8897;;1591;6.0194;3208;;0;;;1;;;3208;3208;;;1591;;10217;;;;;;;4973;38645;39.78;;;A-;
ABI BB Equity;30/12/2011;3.3978;0.00010488;4.243;;;;;;;;;;;;;;;;;;;75951.3469;;;6.1494;;;;;;;;;;;;;;;;;;;;;;;;47.31;;;A-;
ABI BB Equity;31/12/2011;;;;;;;23.3439;12343;12323;19644;2466;34598;16022;1606.0718;5567;112427;;5447;4.732;;;;0.6273;1850;;3412;;0;;;1.16;;;3412;3412;30.7737;34718;1850;241;9873;0.0878;5;41044;37492;;35.7254;5855;39045;;7.4439;-7321;;
ABI BB Equity;30/03/2012;;4.97E-05;4.139;;;;;;;;;;;;;;;;;;;87982.2128;;;5.7543;;;;;;;;;;;;;;;;;;;;;;;;54.78;;;A;
ABI BB Equity;31/03/2012;;;;;;;;;;;;;;;;;;;;;;;;1666;;2914;;0;;;1.0426;;;2914;2914;;;1666;;9332;;;;;;;6557;39374;;;;;
ABI BB Equity;29/06/2012;3.6793;5.59E-05;3.938;;;;;;;;;;;;;;;;;;;98467.0482;;;5.7028;;;;;;;;;;;;;;;;;;;;;;;;61.3;;;A;
ABI BB Equity;30/06/2012;;;;;;;23.4649;12688;10857;20439;2626;32273;15858;1606.3145;7570;111863;;3793;3.2835;;;;0.5312;1940;;2908;;0;;;1.22;;;2908;2908;28.8505;36050;1940;181;9871;0.0882;3;41722;37692;;35.6177;7047;39293;;7.3143;-9582;;
ABI BB Equity;28/09/2012;;1.87E-05;3.788;;;;;;;;;;;;;;;;;;;106307.9941;;;5.3433;;;;;;;;;;;;;;;;;;;;;;;;66.17;;;A;
ABI BB Equity;30/09/2012;;;;;;;;;;;;;;;;;;;;;;;;1818;;3289;;0;;;1.13;;;3289;3289;;;1818;;10269;;;;;;;7274;39345;;;;;
